latitude,longitude,sst_celsius
12.5106,67.6805,2.34
12.5106,67.746,2.33
12.5106,67.8115,2.32
12.5106,67.877,2.31
12.5106,67.9424,2.33
12.5106,68.0734,2.39
12.5106,68.1388,2.33
12.5106,68.2043,2.3
12.5106,68.4007,2.35
12.5106,68.4662,2.36
12.5106,68.5317,2.31
12.5106,68.5972,2.3
12.5106,68.7281,2.29
12.5106,68.7936,2.26
12.5106,68.859,2.26
12.5106,68.9245,2.25
12.5106,68.99,2.29
12.5106,69.1209,2.33
12.5106,69.1864,2.28
12.5106,69.2519,2.25
12.5106,69.3174,2.27
12.5106,69.4483,2.22
12.5106,69.5138,2.18
12.5106,69.5792,2.21
12.5106,69.6447,2.21
12.5106,69.7102,2.23
12.5106,69.7757,2.23
12.5106,69.8411,2.24
12.5106,69.9066,2.21
12.5106,69.9721,2.25
12.5106,70.0376,2.3
12.5106,70.103,2.26
12.5106,70.1685,2.26
12.5106,70.234,2.23
12.5106,70.2994,2.64
12.5106,70.3649,2.32
12.5106,70.4304,2.27
12.5106,70.4959,2.32
12.5106,70.5613,2.38
12.5106,70.6268,2.25
12.4452,67.0913,2.14
12.4452,67.1568,2.21
12.4452,67.2222,2.12
12.4452,67.2877,2.23
12.4452,67.3532,2.29
12.4452,67.4187,2.22
12.4452,67.4841,2.32
12.4452,67.5496,2.32
12.4452,67.6805,2.38
12.4452,67.877,2.17
12.4452,67.9424,2.31
12.4452,68.0079,2.39
12.4452,68.0734,2.32
12.4452,68.1388,2.31
12.4452,68.2043,2.33
12.4452,68.2698,2.34
12.4452,68.3353,2.31
12.4452,68.4007,2.36
12.4452,68.5317,2.28
12.4452,68.5972,2.26
12.4452,68.6626,2.25
12.4452,68.7281,2.24
12.4452,68.7936,2.26
12.4452,68.859,2.2
12.4452,68.9245,2.24
12.4452,68.99,2.24
12.4452,69.0555,2.26
12.4452,69.1209,2.55
12.4452,69.1864,2.18
12.4452,69.3174,2.12
12.4452,69.3828,2.2
12.4452,69.5138,2.22
12.4452,69.5792,2.22
12.4452,69.6447,2.21
12.4452,69.7102,2.23
12.4452,69.7757,2.23
12.4452,69.8411,2.22
12.4452,69.9066,2.24
12.4452,69.9721,2.24
12.4452,70.0376,2.24
12.4452,70.103,2.17
12.4452,70.234,2.15
12.4452,70.2994,2.27
12.4452,70.3649,2.36
12.4452,70.4304,2.29
12.4452,70.4959,2.29
12.4452,70.5613,2.54
12.4452,70.6268,2.33
12.3797,67.0913,3.7
12.3797,67.1568,2.19
12.3797,67.2222,2.16
12.3797,67.2877,2.23
12.3797,67.3532,2.29
12.3797,67.4187,2.3
12.3797,67.4841,2.31
12.3797,67.5496,2.3
12.3797,67.6805,2.35
12.3797,67.746,2.37
12.3797,67.8115,2.3
12.3797,68.0079,2.32
12.3797,68.0734,3.09
12.3797,68.1388,2.29
12.3797,68.2043,2.29
12.3797,68.2698,2.3
12.3797,68.3353,2.28
12.3797,68.4007,2.28
12.3797,68.4662,2.26
12.3797,68.5317,2.17
12.3797,68.5972,2.27
12.3797,68.6626,2.24
12.3797,68.7281,2.24
12.3797,68.7936,2.24
12.3797,68.859,2.24
12.3797,68.9245,2.24
12.3797,68.99,2.28
12.3797,69.0555,2.24
12.3797,69.1209,2.28
12.3797,69.1864,2.28
12.3797,69.2519,2.23
12.3797,69.3174,2.13
12.3797,69.3828,2.25
12.3797,69.5792,2.23
12.3797,69.6447,2.2
12.3797,69.7102,2.2
12.3797,69.7757,2.23
12.3797,69.8411,2.2
12.3797,69.9066,2.24
12.3797,69.9721,2.25
12.3797,70.0376,2.27
12.3797,70.103,2.2
12.3797,70.1685,2.72
12.3797,70.234,2.21
12.3797,70.2994,2.28
12.3797,70.3649,2.27
12.3797,70.4304,2.26
12.3797,70.4959,2.3
12.3797,70.5613,2.3
12.3797,70.6268,2.3
12.3142,67.0913,2.68
12.3142,67.1568,2.25
12.3142,67.2222,2.22
12.3142,67.3532,2.26
12.3142,67.5496,2.32
12.3142,67.6151,2.32
12.3142,67.746,2.34
12.3142,67.8115,2.37
12.3142,67.877,2.23
12.3142,67.9424,2.25
12.3142,68.0079,2.32
12.3142,68.0734,2.28
12.3142,68.1388,2.29
12.3142,68.2043,2.28
12.3142,68.2698,2.26
12.3142,68.3353,2.25
12.3142,68.4007,2.24
12.3142,68.4662,2.25
12.3142,68.5317,2.27
12.3142,68.5972,2.25
12.3142,68.6626,2.33
12.3142,68.7281,2.23
12.3142,68.7936,2.23
12.3142,68.859,2.24
12.3142,68.9245,2.24
12.3142,68.99,2.24
12.3142,69.0555,2.25
12.3142,69.1209,2.29
12.3142,69.1864,2.26
12.3142,69.2519,2.27
12.3142,69.3174,2.41
12.3142,69.3828,2.21
12.3142,69.4483,2.21
12.3142,69.5792,2.23
12.3142,69.6447,2.22
12.3142,69.7102,2.21
12.3142,69.7757,2.21
12.3142,69.8411,2.22
12.3142,69.9066,2.25
12.3142,69.9721,2.23
12.3142,70.0376,2.26
12.3142,70.103,2.21
12.3142,70.1685,2.26
12.3142,70.234,2.27
12.3142,70.3649,2.3
12.3142,70.4304,2.29
12.3142,70.4959,2.27
12.3142,70.5613,2.29
12.3142,70.6268,2.32
12.2487,67.0913,2.16
12.2487,67.1568,2.16
12.2487,67.2222,2.22
12.2487,67.2877,2.24
12.2487,67.3532,2.27
12.2487,67.4187,2.28
12.2487,67.4841,2.26
12.2487,67.5496,2.26
12.2487,67.746,2.39
12.2487,67.8115,2.28
12.2487,67.877,2.32
12.2487,67.9424,2.26
12.2487,68.0079,2.27
12.2487,68.0734,2.29
12.2487,68.1388,2.23
12.2487,68.2043,2.28
12.2487,68.2698,2.24
12.2487,68.3353,2.19
12.2487,68.4007,2.18
12.2487,68.4662,2.22
12.2487,68.5317,2.25
12.2487,68.5972,2.25
12.2487,68.6626,2.23
12.2487,68.7281,2.23
12.2487,68.7936,2.22
12.2487,68.859,2.24
12.2487,68.9245,2.26
12.2487,68.99,2.28
12.2487,69.1864,2.21
12.2487,69.2519,2.21
12.2487,69.3174,2.21
12.2487,69.3828,2.27
12.2487,69.4483,2.3
12.2487,69.5792,2.21
12.2487,69.6447,2.22
12.2487,69.7102,2.24
12.2487,69.7757,2.28
12.2487,69.8411,2.21
12.2487,69.9066,2.23
12.2487,69.9721,2.21
12.2487,70.0376,2.22
12.2487,70.103,2.22
12.2487,70.1685,2.13
12.2487,70.234,2.26
12.2487,70.2994,2.25
12.2487,70.3649,2.45
12.2487,70.4304,2.22
12.2487,70.4959,2.27
12.2487,70.5613,2.27
12.2487,70.6268,2.29
12.1833,67.0913,2.13
12.1833,67.1568,2.2
12.1833,67.2222,2.21
12.1833,67.2877,2.21
12.1833,67.3532,2.21
12.1833,67.4187,2.21
12.1833,67.6151,2.26
12.1833,67.6805,2.28
12.1833,67.746,2.3
12.1833,67.8115,2.3
12.1833,67.877,2.27
12.1833,67.9424,2.26
12.1833,68.0079,2.29
12.1833,68.0734,2.24
12.1833,68.1388,2.26
12.1833,68.2043,2.26
12.1833,68.2698,2.24
12.1833,68.3353,2.22
12.1833,68.4007,2.21
12.1833,68.4662,2.21
12.1833,68.5317,2.23
12.1833,68.5972,2.23
12.1833,68.6626,2.22
12.1833,68.7936,2.22
12.1833,68.859,2.24
12.1833,68.99,2.24
12.1833,69.1209,2.29
12.1833,69.3174,2.35
12.1833,69.3828,2.24
12.1833,69.4483,2.39
12.1833,69.6447,2.27
12.1833,69.7757,2.23
12.1833,69.8411,2.23
12.1833,69.9066,2.28
12.1833,69.9721,2.23
12.1833,70.0376,2.25
12.1833,70.1685,2.29
12.1833,70.234,2.25
12.1833,70.2994,2.36
12.1833,70.3649,2.26
12.1833,70.4304,2.25
12.1833,70.4959,2.28
12.1833,70.5613,2.28
12.1178,67.0258,2.1
12.1178,67.0913,2.18
12.1178,67.1568,2.21
12.1178,67.2222,2.21
12.1178,67.2877,2.24
12.1178,67.3532,2.22
12.1178,67.4187,2.25
12.1178,67.4841,2.26
12.1178,67.5496,2.24
12.1178,67.6151,2.26
12.1178,67.6805,2.25
12.1178,67.746,2.25
12.1178,67.8115,2.87
12.1178,67.877,2.3
12.1178,67.9424,2.27
12.1178,68.0079,2.25
12.1178,68.0734,2.25
12.1178,68.1388,2.24
12.1178,68.2043,2.16
12.1178,68.2698,2.22
12.1178,68.3353,2.19
12.1178,68.4007,2.21
12.1178,68.4662,2.2
12.1178,68.5317,2.21
12.1178,68.5972,2.21
12.1178,68.6626,2.2
12.1178,68.7281,2.18
12.1178,68.859,2.24
12.1178,68.9245,2.24
12.1178,68.99,2.24
12.1178,69.1209,2.27
12.1178,69.2519,2.5
12.1178,69.3828,2.2
12.1178,69.4483,2.22
12.1178,69.5792,2.23
12.1178,69.6447,2.21
12.1178,69.7102,2.29
12.1178,69.7757,2.33
12.1178,69.8411,2.3
12.1178,69.9066,2.27
12.1178,69.9721,2.25
12.1178,70.0376,2.25
12.1178,70.103,2.23
12.1178,70.1685,2.24
12.1178,70.234,2.23
12.1178,70.2994,2.24
12.1178,70.3649,2.24
12.1178,70.4304,2.27
12.1178,70.4959,2.3
12.1178,70.5613,2.29
12.0523,67.0258,3.45
12.0523,67.0913,2.12
12.0523,67.1568,2.2
12.0523,67.2222,2.21
12.0523,67.2877,2.18
12.0523,67.3532,2.24
12.0523,67.4187,2.21
12.0523,67.4841,2.26
12.0523,67.5496,2.27
12.0523,67.6151,2.25
12.0523,67.6805,2.27
12.0523,67.746,2.27
12.0523,67.8115,2.26
12.0523,67.877,2.24
12.0523,67.9424,2.25
12.0523,68.0079,2.26
12.0523,68.0734,2.26
12.0523,68.1388,2.22
12.0523,68.2043,2.22
12.0523,68.2698,2.21
12.0523,68.3353,2.21
12.0523,68.4007,2.2
12.0523,68.4662,2.21
12.0523,68.5317,2.21
12.0523,68.5972,2.21
12.0523,68.6626,2.2
12.0523,68.7281,2.2
12.0523,68.7936,2.2
12.0523,68.859,2.23
12.0523,68.9245,2.22
12.0523,68.99,2.24
12.0523,69.0555,2.27
12.0523,69.1209,2.26
12.0523,69.1864,2.2
12.0523,69.2519,2.25
12.0523,69.3174,2.22
12.0523,69.3828,2.23
12.0523,69.5792,2.3
12.0523,69.6447,2.16
12.0523,69.7102,2.29
12.0523,69.7757,2.27
12.0523,69.8411,2.29
12.0523,69.9066,2.26
12.0523,69.9721,2.28
12.0523,70.0376,2.23
12.0523,70.103,2.24
12.0523,70.2994,2.26
12.0523,70.3649,2.24
12.0523,70.4304,2.25
12.0523,70.4959,2.3
12.0523,70.5613,2.29
11.9868,67.0258,3.0
11.9868,67.0913,2.19
11.9868,67.1568,2.2
11.9868,67.2222,2.27
11.9868,67.2877,2.24
11.9868,67.3532,2.22
11.9868,67.4841,2.27
11.9868,67.5496,2.3
11.9868,67.8115,2.29
11.9868,67.877,2.31
11.9868,67.9424,2.33
11.9868,68.0079,2.24
11.9868,68.0734,2.26
11.9868,68.1388,2.24
11.9868,68.2043,2.19
11.9868,68.2698,2.21
11.9868,68.3353,2.21
11.9868,68.4007,2.22
11.9868,68.4662,2.22
11.9868,68.5317,2.21
11.9868,68.5972,2.21
11.9868,68.6626,2.21
11.9868,68.7281,2.21
11.9868,68.7936,2.21
11.9868,68.859,2.17
11.9868,68.9245,2.23
11.9868,68.99,2.2
11.9868,69.0555,2.26
11.9868,69.1209,2.24
11.9868,69.1864,2.24
11.9868,69.2519,2.26
11.9868,69.3174,2.25
11.9868,69.3828,2.24
11.9868,69.4483,2.28
11.9868,69.5792,2.32
11.9868,69.6447,2.26
11.9868,69.7757,2.28
11.9868,69.8411,2.27
11.9868,69.9066,2.28
11.9868,69.9721,2.27
11.9868,70.0376,2.24
11.9868,70.103,2.26
11.9868,70.234,2.4
11.9868,70.2994,2.16
11.9868,70.4304,2.27
11.9868,70.4959,2.29
11.9868,70.5613,2.41
11.9214,67.0258,2.18
11.9214,67.0913,2.16
11.9214,67.1568,2.2
11.9214,67.2222,2.24
11.9214,67.2877,2.2
11.9214,67.3532,2.25
11.9214,67.4841,2.23
11.9214,67.5496,2.33
11.9214,67.746,2.35
11.9214,67.8115,2.29
11.9214,67.877,2.24
11.9214,67.9424,2.28
11.9214,68.0079,2.25
11.9214,68.0734,2.26
11.9214,68.1388,2.24
11.9214,68.2043,2.22
11.9214,68.2698,2.22
11.9214,68.3353,2.22
11.9214,68.4007,2.22
11.9214,68.4662,2.22
11.9214,68.5317,2.21
11.9214,68.5972,2.18
11.9214,68.6626,2.21
11.9214,68.7281,2.22
11.9214,68.7936,2.22
11.9214,68.859,2.23
11.9214,68.9245,2.24
11.9214,68.99,2.19
11.9214,69.0555,2.24
11.9214,69.1209,2.22
11.9214,69.1864,2.21
11.9214,69.2519,2.26
11.9214,69.3828,2.42
11.9214,69.4483,2.24
11.9214,69.6447,2.31
11.9214,69.7757,2.32
11.9214,69.8411,2.27
11.9214,69.9066,2.25
11.9214,69.9721,2.28
11.9214,70.0376,2.25
11.9214,70.103,2.26
11.9214,70.1685,2.66
11.9214,70.234,2.22
11.9214,70.2994,2.22
11.9214,70.3649,2.21
11.9214,70.4304,2.27
11.9214,70.4959,2.26
11.9214,70.5613,2.25
11.8559,67.0258,2.18
11.8559,67.0913,2.17
11.8559,67.1568,2.18
11.8559,67.2877,2.22
11.8559,67.4187,2.28
11.8559,67.4841,2.23
11.8559,67.5496,2.27
11.8559,67.6151,2.31
11.8559,67.746,2.37
11.8559,67.8115,2.32
11.8559,67.877,2.3
11.8559,67.9424,2.24
11.8559,68.0079,2.3
11.8559,68.0734,2.27
11.8559,68.1388,2.25
11.8559,68.2043,2.24
11.8559,68.2698,2.24
11.8559,68.3353,2.24
11.8559,68.4007,2.24
11.8559,68.4662,2.25
11.8559,68.5317,2.24
11.8559,68.5972,2.21
11.8559,68.6626,2.22
11.8559,68.7281,2.23
11.8559,68.7936,2.21
11.8559,68.859,2.22
11.8559,68.9245,2.23
11.8559,68.99,2.25
11.8559,69.0555,2.25
11.8559,69.1209,2.24
11.8559,69.1864,2.26
11.8559,69.2519,2.22
11.8559,69.5138,2.26
11.8559,69.6447,2.27
11.8559,69.7102,2.29
11.8559,69.7757,2.29
11.8559,69.8411,2.26
11.8559,69.9066,2.24
11.8559,69.9721,2.27
11.8559,70.0376,2.24
11.8559,70.103,2.25
11.8559,70.1685,2.23
11.8559,70.234,2.23
11.8559,70.2994,2.23
11.8559,70.3649,2.24
11.8559,70.4304,2.27
11.8559,70.4959,2.3
11.8559,70.5613,2.33
11.7904,66.9603,2.1
11.7904,67.0258,2.17
11.7904,67.0913,2.19
11.7904,67.2222,2.19
11.7904,67.2877,2.23
11.7904,67.3532,2.28
11.7904,67.4187,2.25
11.7904,67.4841,2.31
11.7904,67.5496,2.34
11.7904,67.6805,2.07
11.7904,67.746,2.37
11.7904,67.8115,2.33
11.7904,67.877,2.28
11.7904,67.9424,2.3
11.7904,68.0734,2.23
11.7904,68.1388,2.26
11.7904,68.2043,2.25
11.7904,68.2698,2.26
11.7904,68.3353,2.27
11.7904,68.4007,2.28
11.7904,68.4662,2.27
11.7904,68.5317,2.25
11.7904,68.5972,2.26
11.7904,68.6626,2.23
11.7904,68.7281,2.22
11.7904,68.7936,2.24
11.7904,68.859,2.24
11.7904,68.9245,2.27
11.7904,68.99,2.33
11.7904,69.0555,2.26
11.7904,69.1864,2.31
11.7904,69.3174,2.31
11.7904,69.3828,2.33
11.7904,69.5792,2.39
11.7904,69.7102,2.19
11.7904,69.7757,2.32
11.7904,69.8411,2.26
11.7904,69.9066,2.25
11.7904,69.9721,2.25
11.7904,70.0376,2.22
11.7904,70.103,2.23
11.7904,70.1685,2.23
11.7904,70.234,2.24
11.7904,70.2994,2.24
11.7904,70.3649,2.24
11.7904,70.4304,2.28
11.7904,70.4959,2.32
11.725,66.9603,2.85
11.725,67.0258,2.18
11.725,67.0913,2.21
11.725,67.1568,2.21
11.725,67.2222,2.2
11.725,67.4187,2.28
11.725,67.4841,2.29
11.725,67.5496,2.33
11.725,67.8115,2.37
11.725,67.877,2.29
11.725,67.9424,2.29
11.725,68.0079,2.2
11.725,68.0734,2.2
11.725,68.1388,2.23
11.725,68.2043,2.28
11.725,68.2698,2.26
11.725,68.6626,2.32
11.725,68.7281,2.25
11.725,68.7936,2.28
11.725,68.859,2.31
11.725,68.9245,2.32
11.725,68.99,2.43
11.725,69.5138,2.33
11.725,69.5792,2.37
11.725,69.6447,2.31
11.725,69.7102,2.25
11.725,69.7757,2.28
11.725,69.8411,2.27
11.725,69.9066,2.28
11.725,69.9721,2.24
11.725,70.0376,2.23
11.725,70.103,2.22
11.725,70.1685,2.21
11.725,70.234,2.23
11.725,70.2994,2.23
11.725,70.3649,2.27
11.725,70.4304,2.32
11.725,70.4959,2.32
11.725,70.5613,2.31
11.6595,66.9603,3.0
11.6595,67.0258,2.17
11.6595,67.0913,2.23
11.6595,67.1568,2.24
11.6595,67.2222,2.29
11.6595,67.2877,2.33
11.6595,67.4187,2.41
11.6595,67.5496,2.34
11.6595,67.877,2.24
11.6595,67.9424,2.29
11.6595,68.0079,2.31
11.6595,68.2043,2.27
11.6595,68.2698,2.3
11.6595,68.4662,2.37
11.6595,68.5317,2.22
11.6595,68.7281,2.4
11.6595,68.7936,2.35
11.6595,69.6447,2.41
11.6595,69.7102,2.31
11.6595,69.7757,2.27
11.6595,69.8411,2.27
11.6595,69.9066,2.26
11.6595,69.9721,2.24
11.6595,70.0376,2.23
11.6595,70.103,2.24
11.6595,70.1685,2.23
11.6595,70.234,2.22
11.6595,70.2994,2.22
11.6595,70.3649,2.27
11.6595,70.4304,2.32
11.6595,70.4959,2.32
11.6595,70.5613,2.58
11.594,66.9603,2.23
11.594,67.0258,2.18
11.594,67.0913,2.22
11.594,67.1568,2.3
11.594,67.2222,2.27
11.594,67.4187,2.33
11.594,67.4841,2.32
11.594,67.5496,2.3
11.594,67.6151,2.31
11.594,67.6805,2.32
11.594,67.746,2.42
11.594,67.8115,2.33
11.594,67.877,2.27
11.594,68.0734,2.19
11.594,68.1388,2.58
11.594,68.4662,2.37
11.594,68.5317,2.3
11.594,69.6447,2.48
11.594,69.7102,2.33
11.594,69.7757,2.39
11.594,69.8411,2.33
11.594,69.9066,2.28
11.594,69.9721,2.24
11.594,70.0376,2.27
11.594,70.103,2.24
11.594,70.1685,2.24
11.594,70.234,2.23
11.594,70.2994,2.22
11.594,70.3649,2.26
11.594,70.4304,2.3
11.594,70.4959,2.23
11.594,81.1679,2.35
11.5285,66.9603,2.21
11.5285,67.0258,2.27
11.5285,67.2877,2.4
11.5285,67.3532,2.36
11.5285,67.4187,2.29
11.5285,67.4841,2.29
11.5285,67.5496,2.24
11.5285,67.6151,2.26
11.5285,67.6805,2.27
11.5285,67.746,2.28
11.5285,67.8115,2.27
11.5285,67.877,2.26
11.5285,67.9424,2.14
11.5285,68.0079,2.26
11.5285,68.0734,2.25
11.5285,68.2043,2.27
11.5285,68.2698,2.24
11.5285,68.3353,2.29
11.5285,68.4662,2.37
11.5285,68.5317,2.39
11.5285,68.5972,2.35
11.5285,69.7102,2.36
11.5285,69.8411,2.36
11.5285,69.9721,2.25
11.5285,70.0376,2.66
11.5285,70.103,2.41
11.5285,70.1685,2.31
11.5285,70.234,2.25
11.5285,70.2994,2.24
11.5285,70.3649,2.27
11.5285,70.4304,2.3
11.5285,70.4959,2.34
11.5285,70.5613,2.3
11.4631,66.8949,2.14
11.4631,66.9603,2.25
11.4631,67.0258,2.31
11.4631,67.1568,2.31
11.4631,67.2222,2.25
11.4631,67.2877,2.41
11.4631,67.3532,2.26
11.4631,67.4187,2.31
11.4631,67.4841,2.27
11.4631,67.5496,2.24
11.4631,67.6151,2.23
11.4631,67.6805,2.26
11.4631,67.746,2.26
11.4631,67.8115,2.29
11.4631,67.877,2.61
11.4631,68.0079,2.24
11.4631,68.0734,2.27
11.4631,68.1388,2.3
11.4631,68.2043,2.27
11.4631,68.3353,2.29
11.4631,68.4007,2.36
11.4631,68.7936,2.72
11.4631,69.7102,2.66
11.4631,69.7757,2.3
11.4631,69.8411,2.48
11.4631,69.9066,2.35
11.4631,70.2994,2.31
11.4631,70.3649,2.28
11.4631,70.4959,2.27
11.4631,70.5613,2.24
11.4631,81.1024,2.39
11.3976,66.8949,3.09
11.3976,66.9603,2.24
11.3976,67.0258,2.3
11.3976,67.0913,2.29
11.3976,67.3532,2.41
11.3976,67.4187,2.42
11.3976,67.4841,2.27
11.3976,67.5496,2.27
11.3976,67.6151,2.25
11.3976,67.6805,2.27
11.3976,67.746,2.22
11.3976,67.8115,2.35
11.3976,68.1388,2.16
11.3976,68.2043,2.42
11.3976,68.3353,2.26
11.3976,68.4007,2.26
11.3976,68.4662,2.38
11.3976,68.5317,2.33
11.3976,68.7281,2.29
11.3976,68.7936,2.31
11.3976,68.859,2.41
11.3976,69.3174,2.34
11.3976,69.7102,2.45
11.3976,69.7757,2.36
11.3976,69.8411,2.34
11.3976,69.9066,2.35
11.3976,69.9721,2.3
11.3976,70.1685,2.43
11.3976,70.234,2.28
11.3976,70.2994,2.23
11.3976,70.3649,2.29
11.3976,70.4304,2.26
11.3976,70.4959,2.26
11.3976,70.5613,2.24
11.3976,80.906,2.69
11.3976,80.9715,2.43
11.3976,81.1024,2.4
11.3321,66.8949,2.69
11.3321,66.9603,2.26
11.3321,67.0258,2.26
11.3321,67.0913,2.28
11.3321,67.1568,2.32
11.3321,67.4187,2.35
11.3321,67.4841,2.33
11.3321,67.6151,2.25
11.3321,67.6805,2.27
11.3321,67.746,2.62
11.3321,67.8115,2.2
11.3321,67.877,2.36
11.3321,68.4007,2.24
11.3321,68.99,2.27
11.3321,69.1864,2.32
11.3321,69.2519,2.29
11.3321,69.3174,2.33
11.3321,69.3828,2.32
11.3321,69.7757,2.36
11.3321,69.8411,2.31
11.3321,69.9066,2.28
11.3321,69.9721,2.32
11.3321,70.0376,2.32
11.3321,70.1685,2.26
11.3321,70.234,2.19
11.3321,70.2994,2.26
11.3321,70.3649,2.25
11.3321,70.4304,2.26
11.3321,70.4959,2.26
11.3321,70.5613,2.25
11.3321,80.906,2.7
11.3321,81.0369,2.45
11.3321,81.1024,2.37
11.2666,66.8949,2.06
11.2666,66.9603,2.27
11.2666,67.0258,2.23
11.2666,67.0913,2.28
11.2666,67.1568,2.27
11.2666,67.3532,2.38
11.2666,67.4187,2.34
11.2666,67.4841,2.25
11.2666,67.6151,2.24
11.2666,67.9424,2.32
11.2666,68.99,2.25
11.2666,69.0555,2.27
11.2666,69.1209,2.27
11.2666,69.1864,2.26
11.2666,69.2519,2.29
11.2666,69.3174,2.33
11.2666,69.8411,2.31
11.2666,69.9066,2.27
11.2666,69.9721,2.27
11.2666,70.0376,2.28
11.2666,70.103,2.26
11.2666,70.1685,2.16
11.2666,70.234,2.17
11.2666,70.2994,2.25
11.2666,70.3649,2.26
11.2666,70.4304,2.26
11.2666,70.4959,2.24
11.2666,70.5613,2.24
11.2012,66.8949,2.26
11.2012,66.9603,2.26
11.2012,67.0258,2.25
11.2012,67.0913,2.31
11.2012,67.3532,2.36
11.2012,67.4187,2.26
11.2012,67.4841,2.27
11.2012,67.5496,2.38
11.2012,67.6151,2.34
11.2012,67.746,3.03
11.2012,67.8115,2.23
11.2012,67.877,2.27
11.2012,67.9424,2.34
11.2012,68.0079,2.59
11.2012,68.3353,2.49
11.2012,68.9245,2.24
11.2012,68.99,2.25
11.2012,69.0555,2.27
11.2012,69.1209,2.25
11.2012,69.1864,2.26
11.2012,69.2519,2.27
11.2012,69.3174,2.32
11.2012,69.3828,2.35
11.2012,69.8411,2.36
11.2012,69.9066,2.26
11.2012,69.9721,2.3
11.2012,70.0376,2.89
11.2012,70.103,2.37
11.2012,70.1685,2.24
11.2012,70.234,2.27
11.2012,70.2994,2.27
11.2012,70.3649,2.25
11.2012,70.4304,2.25
11.2012,70.4959,2.25
11.2012,70.5613,2.25
11.2012,80.906,2.54
11.1357,66.8949,2.32
11.1357,66.9603,2.27
11.1357,67.0258,2.24
11.1357,67.0913,2.53
11.1357,67.2877,2.31
11.1357,67.4187,2.29
11.1357,67.4841,2.35
11.1357,67.5496,2.31
11.1357,67.6151,2.37
11.1357,67.6805,2.31
11.1357,67.746,2.26
11.1357,67.8115,2.32
11.1357,67.877,2.33
11.1357,67.9424,2.35
11.1357,68.0079,2.41
11.1357,68.6626,2.29
11.1357,68.7281,2.27
11.1357,68.7936,2.21
11.1357,68.859,2.32
11.1357,68.9245,2.27
11.1357,68.99,2.32
11.1357,69.0555,2.28
11.1357,69.1209,2.25
11.1357,69.1864,2.24
11.1357,69.2519,2.19
11.1357,69.3174,2.3
11.1357,69.3828,2.35
11.1357,69.4483,2.42
11.1357,69.9066,2.26
11.1357,69.9721,2.3
11.1357,70.0376,2.31
11.1357,70.103,2.26
11.1357,70.234,2.4
11.1357,70.2994,2.26
11.1357,70.3649,2.35
11.1357,70.4304,2.25
11.1357,70.4959,2.26
11.1357,80.906,2.46
11.1357,80.9715,2.42
11.1357,81.0369,2.42
11.0702,67.3532,2.33
11.0702,67.4187,2.33
11.0702,67.4841,2.36
11.0702,67.5496,2.4
11.0702,67.6151,2.38
11.0702,67.6805,2.37
11.0702,67.746,2.29
11.0702,67.8115,2.35
11.0702,67.877,2.28
11.0702,67.9424,2.3
11.0702,68.0734,2.49
11.0702,68.6626,2.35
11.0702,68.7281,2.33
11.0702,68.7936,2.27
11.0702,69.1209,2.26
11.0702,69.1864,2.25
11.0702,69.2519,2.25
11.0702,69.3174,2.29
11.0702,69.3828,2.33
11.0702,69.4483,2.35
11.0702,69.8411,2.48
11.0702,69.9721,2.14
11.0702,70.0376,2.12
11.0702,70.2994,2.25
11.0702,70.3649,2.26
11.0702,70.4304,2.25
11.0702,70.4959,2.25
11.0702,80.5786,3.12
11.0702,80.7751,2.57
11.0702,80.8405,2.47
11.0702,80.906,2.45
11.0702,80.9715,2.54
11.0702,81.0369,2.43
11.0047,67.3532,2.47
11.0047,67.4187,2.39
11.0047,67.4841,2.32
11.0047,67.6805,2.28
11.0047,67.877,2.31
11.0047,68.6626,2.35
11.0047,68.7281,2.35
11.0047,69.1209,2.15
11.0047,69.1864,2.28
11.0047,69.2519,2.35
11.0047,69.3174,2.18
11.0047,69.3828,2.31
11.0047,69.4483,2.37
11.0047,69.9066,2.44
11.0047,69.9721,2.3
11.0047,70.0376,2.26
11.0047,70.103,2.26
11.0047,70.1685,2.17
11.0047,70.2994,2.34
11.0047,70.3649,2.3
11.0047,70.4304,2.27
11.0047,70.4959,2.26
11.0047,80.6441,2.83
11.0047,80.7096,2.72
11.0047,80.7751,2.63
11.0047,80.8405,2.47
11.0047,80.906,2.46
11.0047,80.9715,2.38
10.9393,66.9603,2.21
10.9393,67.0913,2.53
10.9393,67.3532,2.12
10.9393,68.4662,2.47
10.9393,68.5317,2.38
10.9393,68.6626,2.39
10.9393,68.7281,2.38
10.9393,69.1864,2.32
10.9393,69.5138,2.39
10.9393,69.6447,2.46
10.9393,69.8411,2.34
10.9393,69.9066,2.33
10.9393,69.9721,2.28
10.9393,70.0376,2.27
10.9393,70.103,2.25
10.9393,70.1685,2.28
10.9393,70.234,2.33
10.9393,70.2994,2.26
10.9393,70.3649,2.46
10.9393,70.4304,2.21
10.9393,70.4959,2.47
10.9393,80.2513,2.93
10.9393,80.3822,2.75
10.9393,80.7096,2.77
10.9393,80.7751,2.73
10.9393,80.8405,2.53
10.9393,80.906,2.43
10.9393,80.9715,2.34
10.8738,66.8294,2.24
10.8738,66.8949,2.27
10.8738,66.9603,2.28
10.8738,67.0913,2.47
10.8738,67.9424,2.32
10.8738,68.0079,2.43
10.8738,68.4662,2.39
10.8738,68.5317,2.33
10.8738,68.5972,2.23
10.8738,68.7281,2.38
10.8738,69.1864,2.29
