latitude,longitude,chlorophyll_mgm3
8.9751,68.7281,0.1952
8.9751,68.7936,0.1905
8.9751,68.859,0.1436
8.9751,68.9245,0.179
8.9751,68.99,0.1791
8.9751,69.0555,0.1903
8.9751,69.1864,0.195
8.9751,69.2519,0.1768
8.9751,69.3174,0.1671
8.9751,69.3828,0.1801
8.9751,69.4483,0.1739
8.9751,69.5138,0.1751
8.9751,69.5792,0.1707
8.9751,69.6447,0.1894
8.9751,69.7102,0.1831
8.9751,69.8411,0.1918
8.9751,69.9066,0.1882
8.9751,69.9721,0.2057
8.9751,70.0376,0.2527
8.9751,70.1685,0.2028
8.9751,70.4304,0.2146
8.9751,78.418,17.4246
8.9751,78.4835,2.8541
8.9751,78.549,2.8166
8.9751,78.6145,2.6062
8.9751,78.6799,4.5654
8.9751,78.7454,2.1348
8.9751,78.8109,1.5227
8.9751,78.8763,7.2673
8.9751,78.9418,5.187
8.9751,79.0073,7.1842
8.9751,79.0728,1.4263
8.9751,79.1382,1.3371
8.9751,79.2037,1.2109
8.9751,79.2692,2.0089
8.9751,79.3347,1.8535
8.9751,79.4001,2.553
8.9751,79.4656,3.0246
8.9751,79.5311,7.1125
8.9751,79.5965,3.5832
8.9751,79.662,6.0649
8.9751,79.7275,14.4963
8.9096,66.4366,0.1892
8.9096,66.502,0.1926
8.9096,66.633,0.1996
8.9096,66.6985,0.1746
8.9096,66.7639,0.1869
8.9096,66.8294,0.1906
8.9096,66.8949,0.1853
8.9096,66.9603,0.1939
8.9096,67.0258,0.1939
8.9096,67.1568,0.1441
8.9096,67.3532,0.2072
8.9096,67.4187,0.2027
8.9096,67.4841,0.2023
8.9096,67.5496,0.2011
8.9096,67.6151,0.192
8.9096,67.6805,0.195
8.9096,67.877,0.195
8.9096,68.2698,0.2088
8.9096,68.3353,0.1847
8.9096,68.4007,0.2172
8.9096,68.4662,0.2016
8.9096,68.6626,0.1594
8.9096,68.7281,0.1746
8.9096,68.7936,0.1552
8.9096,68.9245,0.1953
8.9096,68.99,0.1753
8.9096,69.0555,0.1808
8.9096,69.1209,0.1732
8.9096,69.2519,0.1715
8.9096,69.3174,0.1731
8.9096,69.4483,0.2044
8.9096,69.5138,0.1764
8.9096,69.6447,0.2418
8.9096,69.7102,0.1808
8.9096,69.7757,0.1884
8.9096,69.8411,0.1684
8.9096,69.9066,0.1853
8.9096,69.9721,0.1868
8.9096,70.0376,0.1852
8.9096,70.103,0.196
8.9096,70.234,0.2052
8.9096,70.2994,0.2279
8.9096,70.4304,0.2455
8.9096,78.2871,2.1808
8.9096,78.3526,14.5447
8.9096,78.418,1.4529
8.9096,78.4835,2.8001
8.9096,78.549,2.0215
8.9096,78.6145,3.6539
8.9096,78.6799,2.4904
8.9096,78.7454,1.4925
8.9096,78.8109,2.291
8.9096,78.8763,1.9312
8.9096,78.9418,1.2419
8.9096,79.0073,1.4788
8.9096,79.0728,1.2761
8.9096,79.1382,1.2194
8.9096,79.2037,1.278
8.9096,79.2692,1.9624
8.9096,79.3347,1.7294
8.9096,79.4001,1.7302
8.9096,79.4656,3.3982
8.9096,79.5311,3.3459
8.9096,79.5965,4.0404
8.9096,79.662,9.1596
8.9096,79.7275,65.6513
8.9096,79.793,28.7476
8.8441,66.3711,0.1533
8.8441,66.4366,0.2882
8.8441,66.7639,0.2181
8.8441,66.8294,0.1827
8.8441,66.8949,0.1794
8.8441,66.9603,0.1802
8.8441,67.0258,0.1847
8.8441,67.0913,0.167
8.8441,67.4187,0.1934
8.8441,67.4841,0.178
8.8441,67.5496,0.1435
8.8441,67.6151,0.1701
8.8441,67.6805,0.1831
8.8441,67.746,0.185
8.8441,67.8115,0.1841
8.8441,67.877,0.1944
8.8441,67.9424,0.191
8.8441,68.0734,0.2116
8.8441,68.2698,0.1622
8.8441,68.3353,0.2449
8.8441,68.4007,0.1899
8.8441,68.4662,0.1936
8.8441,68.5317,0.1942
8.8441,68.5972,0.1141
8.8441,68.7936,0.1925
8.8441,68.859,0.1692
8.8441,68.9245,0.162
8.8441,68.99,0.2269
8.8441,69.1209,0.1211
8.8441,69.1864,0.1642
8.8441,69.2519,0.1688
8.8441,69.3174,0.1685
8.8441,69.3828,0.2189
8.8441,69.4483,0.1712
8.8441,69.5138,0.174
8.8441,69.6447,0.1632
8.8441,69.7102,0.1889
8.8441,69.7757,0.1695
8.8441,69.8411,0.2085
8.8441,69.9721,0.1675
8.8441,70.103,0.1938
8.8441,70.1685,0.1845
8.8441,70.2994,0.1948
8.8441,70.4304,0.1938
8.8441,76.5193,96.3594
8.8441,78.2216,36.1496
8.8441,78.2871,11.1801
8.8441,78.3526,2.795
8.8441,78.418,1.5619
8.8441,78.4835,2.85
8.8441,78.549,2.8218
8.8441,78.6145,3.9325
8.8441,78.6799,2.537
8.8441,78.7454,7.0948
8.8441,78.8109,2.6028
8.8441,78.8763,1.2537
8.8441,78.9418,1.139
8.8441,79.0073,1.1702
8.8441,79.0728,1.4992
8.8441,79.1382,1.1606
8.8441,79.2037,1.1446
8.8441,79.2692,1.2392
8.8441,79.3347,1.2937
8.8441,79.4001,1.6872
8.8441,79.4656,1.1762
8.8441,79.5311,3.6888
8.8441,79.5965,7.4852
8.8441,79.662,6.4317
8.8441,79.7275,6.5874
8.7786,66.2401,1.3504
8.7786,66.3711,0.4253
8.7786,66.5675,0.2243
8.7786,66.633,0.1834
8.7786,66.6985,0.1736
8.7786,66.7639,0.1797
8.7786,66.8949,0.2067
8.7786,66.9603,0.1849
8.7786,67.0258,0.1796
8.7786,67.1568,0.1873
8.7786,67.2222,0.1763
8.7786,67.2877,0.179
8.7786,67.4187,0.1803
8.7786,67.4841,0.1744
8.7786,67.5496,0.1564
8.7786,67.6151,0.1662
8.7786,67.6805,0.1746
8.7786,67.746,0.1787
8.7786,67.8115,0.1853
8.7786,67.877,0.2026
8.7786,67.9424,0.1637
8.7786,68.1388,0.1884
8.7786,68.2043,0.1832
8.7786,68.2698,0.245
8.7786,68.3353,0.1669
8.7786,68.4007,0.1894
8.7786,68.4662,0.1765
8.7786,68.5317,0.1838
8.7786,68.5972,0.3098
8.7786,68.6626,0.2098
8.7786,68.7281,0.1825
8.7786,68.7936,0.1787
8.7786,68.859,0.1524
8.7786,68.9245,0.1718
8.7786,68.99,0.1965
8.7786,69.0555,0.182
8.7786,69.1209,0.1763
8.7786,69.2519,0.1661
8.7786,69.3174,0.165
8.7786,69.3828,0.2081
8.7786,69.4483,0.172
8.7786,69.5138,0.1806
8.7786,69.5792,0.1732
8.7786,69.7757,0.1254
8.7786,69.9721,0.1563
8.7786,70.1685,0.1884
8.7786,70.234,0.0659
8.7786,70.4304,0.0735
8.7786,76.5193,4.6601
8.7786,76.5848,14.6431
8.7786,78.2871,10.8553
8.7786,78.3526,2.1964
8.7786,78.418,2.9297
8.7786,78.4835,2.085
8.7786,78.549,2.493
8.7786,78.6145,2.7
8.7786,78.6799,2.0752
8.7786,78.7454,3.2425
8.7786,78.8109,1.6663
8.7786,78.8763,1.6988
8.7786,78.9418,1.5007
8.7786,79.0073,1.4169
8.7786,79.0728,1.2481
8.7786,79.1382,1.179
8.7786,79.2037,1.2291
8.7786,79.2692,1.1667
8.7786,79.3347,1.0993
8.7786,79.4001,1.1058
8.7786,79.4656,2.5578
8.7786,79.5311,1.0937
8.7786,79.5965,2.1962
8.7786,79.662,4.9168
8.7786,79.7275,19.3159
8.7786,79.793,54.7128
8.7132,66.3711,0.3167
8.7132,66.502,0.2318
8.7132,66.5675,0.1982
8.7132,66.633,0.1786
8.7132,66.6985,0.1702
8.7132,66.7639,0.1693
8.7132,66.8294,0.164
8.7132,66.8949,0.1925
8.7132,66.9603,0.1275
8.7132,67.0258,0.2
8.7132,67.1568,0.186
8.7132,67.2222,0.1867
8.7132,67.2877,0.1925
8.7132,67.3532,0.3841
8.7132,67.4187,0.1871
8.7132,67.4841,0.1837
8.7132,67.5496,0.1575
8.7132,67.6151,0.1666
8.7132,67.6805,0.1729
8.7132,67.877,0.2325
8.7132,68.0079,0.2237
8.7132,68.1388,0.1646
8.7132,68.2043,0.1997
8.7132,68.2698,0.1991
8.7132,68.3353,0.1732
8.7132,68.4007,0.183
8.7132,68.4662,0.1781
8.7132,68.5317,0.1786
8.7132,68.5972,0.1708
8.7132,68.6626,0.2436
8.7132,68.7281,0.2524
8.7132,68.7936,0.1655
8.7132,68.859,0.1711
8.7132,68.9245,0.1596
8.7132,68.99,0.1891
8.7132,69.0555,0.2036
8.7132,69.2519,0.1752
8.7132,69.3174,0.1711
8.7132,69.3828,0.1523
8.7132,69.4483,0.1893
8.7132,69.5138,0.1873
8.7132,69.5792,0.1728
8.7132,69.6447,0.2367
8.7132,69.7102,0.1842
8.7132,69.7757,0.1757
8.7132,69.8411,0.2009
8.7132,69.9066,0.1725
8.7132,70.0376,0.2878
8.7132,70.1685,0.1914
8.7132,70.234,0.1929
8.7132,70.2994,0.2131
8.7132,70.3649,0.1962
8.7132,76.5848,14.1623
8.7132,76.6503,37.6611
8.7132,78.2216,26.6292
8.7132,78.2871,5.7795
8.7132,78.3526,8.6824
8.7132,78.418,2.6746
8.7132,78.4835,1.9643
8.7132,78.549,1.7599
8.7132,78.6145,3.6676
8.7132,78.6799,1.2749
8.7132,78.7454,2.6497
8.7132,78.8109,1.6095
8.7132,78.8763,2.1448
8.7132,78.9418,2.4804
8.7132,79.0073,1.4948
8.7132,79.0728,1.341
8.7132,79.1382,1.3375
8.7132,79.2037,1.8159
8.7132,79.2692,1.1703
8.7132,79.3347,1.1421
8.7132,79.4001,1.1466
8.7132,79.4656,1.2104
8.7132,79.5311,0.8676
8.7132,79.5965,1.1163
8.7132,79.662,4.094
8.7132,79.793,25.9355
8.7132,79.8584,56.519
8.6477,66.3711,0.3017
8.6477,66.4366,0.2782
8.6477,66.502,0.2556
8.6477,66.633,0.2124
8.6477,66.6985,0.2025
8.6477,66.7639,0.1709
8.6477,66.8294,0.1622
8.6477,66.8949,0.1626
8.6477,66.9603,0.1672
8.6477,67.2222,0.1883
8.6477,67.2877,0.1769
8.6477,67.3532,0.1775
8.6477,67.4187,0.1718
8.6477,67.4841,0.1753
8.6477,67.5496,0.1642
8.6477,67.6151,0.1719
8.6477,67.6805,0.181
8.6477,67.877,0.2533
8.6477,68.2043,0.1771
8.6477,68.2698,0.2288
8.6477,68.3353,0.172
8.6477,68.4007,0.2453
8.6477,68.4662,0.1763
8.6477,68.5317,0.2728
8.6477,68.5972,0.1965
8.6477,68.6626,0.1728
8.6477,68.7936,0.2319
8.6477,68.859,0.1421
8.6477,68.9245,0.1789
8.6477,69.1209,0.2084
8.6477,69.1864,0.1205
8.6477,69.2519,0.182
8.6477,69.3174,0.1785
8.6477,69.3828,0.1792
8.6477,69.4483,0.1797
8.6477,69.5138,0.1704
8.6477,69.5792,0.1676
8.6477,69.6447,0.1811
8.6477,69.7102,0.1849
8.6477,69.7757,0.1853
8.6477,69.9066,0.1694
8.6477,69.9721,0.1777
8.6477,70.1685,0.1804
8.6477,70.234,0.1815
8.6477,70.2994,0.1811
8.6477,70.3649,0.2597
8.6477,70.4304,0.0854
8.6477,76.5193,9.8887
8.6477,76.5848,53.0014
8.6477,76.7158,15.6077
8.6477,78.2216,14.2181
8.6477,78.2871,3.1801
8.6477,78.3526,2.383
8.6477,78.418,1.4407
8.6477,78.4835,2.8348
8.6477,78.549,3.3679
8.6477,78.6145,1.9955
8.6477,78.6799,1.1021
8.6477,78.7454,1.1953
8.6477,78.8109,1.9606
8.6477,78.8763,1.6638
8.6477,78.9418,1.3004
8.6477,79.0073,1.2888
8.6477,79.0728,1.7195
8.6477,79.1382,1.6916
8.6477,79.2037,1.2669
8.6477,79.2692,1.4779
8.6477,79.3347,1.1829
8.6477,79.4001,1.1896
8.6477,79.4656,0.972
8.6477,79.5311,0.8727
8.6477,79.5965,1.0297
8.6477,79.662,6.4167
8.6477,79.7275,61.915
8.6477,79.793,47.1708
8.6477,79.8584,78.7763
8.5822,66.4366,0.2182
8.5822,66.7639,0.1955
8.5822,66.8294,0.1553
8.5822,66.8949,0.1658
8.5822,66.9603,0.1755
8.5822,67.0913,0.1916
8.5822,67.1568,0.0699
8.5822,67.2222,0.1748
8.5822,67.2877,0.1708
8.5822,67.3532,0.1745
8.5822,67.4841,0.1776
8.5822,67.5496,0.1699
8.5822,67.6151,0.184
8.5822,67.6805,0.1879
8.5822,68.0734,0.2229
8.5822,68.2043,0.1769
8.5822,68.2698,0.1738
8.5822,68.3353,0.1839
8.5822,68.4007,0.1727
8.5822,68.4662,0.1867
8.5822,68.5317,0.1803
8.5822,68.5972,0.3646
8.5822,68.6626,0.1578
8.5822,68.7281,0.1633
8.5822,68.7936,0.2901
8.5822,68.99,0.1786
8.5822,69.0555,0.1715
8.5822,69.1864,0.3314
8.5822,69.2519,0.2285
8.5822,69.3174,0.1798
8.5822,69.3828,0.2011
8.5822,69.5138,0.2036
8.5822,69.6447,0.1794
8.5822,69.7102,0.1842
8.5822,69.7757,0.1775
8.5822,69.9066,0.1905
8.5822,69.9721,0.2259
8.5822,70.0376,0.1778
8.5822,70.103,0.1799
8.5822,70.1685,0.209
8.5822,70.234,0.1862
8.5822,70.4304,0.1939
8.5822,76.5193,7.0582
8.5822,76.5848,12.6541
8.5822,76.7158,51.9375
8.5822,76.7812,8.7276
8.5822,78.2216,7.1995
8.5822,78.2871,32.0969
8.5822,78.3526,9.5687
8.5822,78.418,3.8085
8.5822,78.4835,9.6978
8.5822,78.549,7.6932
8.5822,78.6145,2.0153
8.5822,78.6799,1.0952
8.5822,78.7454,0.8779
8.5822,78.8109,1.1141
8.5822,78.8763,1.3213
8.5822,78.9418,0.9967
8.5822,79.0073,1.7145
8.5822,79.0728,1.3763
8.5822,79.1382,1.4025
8.5822,79.2037,1.4321
8.5822,79.2692,1.3981
8.5822,79.3347,1.1624
8.5822,79.4001,1.0756
8.5822,79.4656,1.0984
8.5822,79.5311,0.8173
8.5822,79.5965,0.9386
8.5822,79.662,3.3108
8.5822,79.7275,29.7884
8.5167,66.7639,0.2006
8.5167,66.8294,0.189
8.5167,66.8949,0.1661
8.5167,66.9603,0.1667
8.5167,67.0258,0.1676
8.5167,67.0913,0.1585
8.5167,67.1568,0.17
8.5167,67.2222,0.1714
8.5167,67.2877,0.1701
8.5167,67.3532,0.1523
8.5167,67.4187,0.1214
8.5167,67.4841,0.1696
8.5167,67.5496,0.1642
8.5167,67.6151,0.1684
8.5167,67.6805,0.1727
8.5167,67.746,0.1951
8.5167,68.2043,0.1936
8.5167,68.2698,0.1803
8.5167,68.3353,0.1784
8.5167,68.4007,0.1964
8.5167,68.4662,0.1958
8.5167,68.5317,0.3364
8.5167,68.5972,0.1643
8.5167,68.6626,0.1918
8.5167,68.7281,0.1607
8.5167,68.7936,0.1693
8.5167,68.99,0.1703
8.5167,69.0555,0.1592
8.5167,69.1864,0.2063
8.5167,69.2519,0.2047
8.5167,69.3828,0.2751
8.5167,69.5792,0.1699
8.5167,69.6447,0.1883
8.5167,69.7102,0.2571
8.5167,69.7757,0.1915
8.5167,69.8411,1.3113
8.5167,69.9066,0.1877
8.5167,69.9721,0.1641
8.5167,70.0376,0.1425
8.5167,70.103,0.1545
8.5167,70.1685,0.2321
8.5167,70.234,0.1666
8.5167,70.2994,0.1796
8.5167,70.3649,0.302
8.5167,76.5193,3.662
8.5167,76.5848,15.9532
8.5167,76.6503,17.6257
8.5167,76.7812,36.8809
8.5167,76.8467,27.8048
8.5167,78.1562,85.1429
8.5167,78.2216,86.3411
8.5167,78.2871,70.164
8.5167,78.3526,4.3968
8.5167,78.418,5.7398
8.5167,78.4835,6.4861
8.5167,78.549,2.2041
8.5167,78.6145,2.1525
8.5167,78.6799,1.0783
8.5167,78.7454,1.0028
8.5167,78.8109,1.0343
8.5167,78.8763,1.697
8.5167,78.9418,1.5537
8.5167,79.0073,2.0664
8.5167,79.0728,1.6295
8.5167,79.1382,1.7376
8.5167,79.2037,1.6024
8.5167,79.2692,1.2921
8.5167,79.3347,1.1045
8.5167,79.4001,0.8827
8.5167,79.4656,0.6974
8.5167,79.5311,0.6863
8.5167,79.5965,0.7821
8.5167,79.662,1.3189
8.5167,79.7275,8.2272
8.4513,66.3056,0.5346
8.4513,66.502,0.2188
8.4513,66.7639,0.0969
8.4513,66.9603,0.1166
8.4513,67.0258,0.1861
8.4513,67.0913,0.173
8.4513,67.1568,0.1995
8.4513,67.2222,0.1746
8.4513,67.2877,0.2048
8.4513,67.5496,0.1651
8.4513,67.6151,0.1684
8.4513,67.746,0.1737
8.4513,67.8115,0.1797
8.4513,67.877,0.2158
8.4513,68.2698,0.2838
8.4513,68.3353,0.1962
8.4513,68.4007,0.1806
8.4513,68.4662,0.1897
8.4513,68.5317,0.1758
8.4513,68.5972,0.1658
8.4513,68.6626,0.1616
8.4513,68.7281,0.1735
8.4513,68.859,0.2347
8.4513,68.9245,0.2042
8.4513,68.99,0.355
8.4513,69.0555,0.1534
8.4513,69.1209,0.174
8.4513,69.1864,0.1738
8.4513,69.2519,0.1962
8.4513,69.3174,0.1745
8.4513,69.3828,0.3039
8.4513,69.5792,0.3496
8.4513,69.6447,0.1936
8.4513,69.7102,0.2394
8.4513,69.7757,0.2011
8.4513,69.8411,0.2058
8.4513,69.9066,0.165
8.4513,69.9721,0.1893
8.4513,70.0376,0.1806
8.4513,70.103,0.1725
8.4513,70.1685,0.1763
8.4513,70.234,0.1971
8.4513,70.2994,0.2027
8.4513,70.3649,0.1949
8.4513,70.4304,0.0538
8.4513,76.8467,34.9738
8.4513,76.9122,14.3076
8.4513,78.1562,6.3601
8.4513,78.2871,29.4276
8.4513,78.3526,4.913
8.4513,78.418,2.5697
8.4513,78.4835,1.7022
8.4513,78.549,2.011
8.4513,78.6145,0.9991
8.4513,78.6799,1.6206
8.4513,78.7454,1.1692
8.4513,78.8109,1.4226
8.4513,78.8763,1.4615
8.4513,78.9418,2.2533
8.4513,79.0073,1.9795
8.4513,79.0728,1.7407
8.4513,79.1382,1.7243
8.4513,79.2037,1.7441
8.4513,79.2692,0.9989
8.4513,79.3347,0.9274
8.4513,79.4001,0.7427
8.4513,79.4656,0.8166
8.4513,79.5311,0.5697
8.4513,79.5965,0.8063
8.4513,79.662,1.1205
8.4513,79.7275,7.5605
8.3858,66.3056,0.2699
8.3858,66.3711,0.1686
8.3858,66.633,0.205
8.3858,66.8294,0.1385
8.3858,66.9603,0.1789
8.3858,67.0258,0.1685
8.3858,67.0913,0.1706
8.3858,67.1568,0.174
8.3858,67.2222,0.1741
8.3858,67.4841,0.2223
8.3858,67.5496,0.1904
8.3858,67.6151,0.1419
8.3858,67.6805,0.2101
8.3858,67.746,0.2152
8.3858,67.8115,0.1667
8.3858,68.2043,0.1973
8.3858,68.2698,0.181
8.3858,68.3353,0.1975
8.3858,68.4007,0.2249
8.3858,68.4662,0.1959
8.3858,68.6626,0.294
8.3858,68.7281,0.3023
8.3858,68.7936,0.3063
8.3858,68.859,0.1751
8.3858,68.9245,0.1695
8.3858,68.99,0.1653
8.3858,69.0555,0.1675
8.3858,69.1209,0.1618
8.3858,69.1864,0.1898
8.3858,69.2519,0.159
8.3858,69.3174,0.1861
8.3858,69.3828,0.3074
8.3858,69.4483,0.1487
8.3858,69.5138,0.179
8.3858,69.6447,0.2215
8.3858,69.7757,0.2881
8.3858,69.8411,0.2393
8.3858,69.9066,0.1737
8.3858,69.9721,0.2028
8.3858,70.0376,0.1254
8.3858,70.103,0.1856
8.3858,70.1685,0.1765
8.3858,70.234,0.1832
8.3858,70.2994,0.1929
8.3858,70.3649,0.2042
8.3858,70.4304,0.1496
8.3858,76.7812,43.1512
8.3858,76.9122,25.6484
8.3858,78.0907,44.4039
8.3858,78.1562,3.5877
8.3858,78.2216,8.4286
8.3858,78.2871,18.5433
8.3858,78.3526,7.7808
8.3858,78.418,5.6264
8.3858,78.4835,2.6324
8.3858,78.549,2.2808
8.3858,78.6145,1.8753
8.3858,78.6799,1.5868
8.3858,78.7454,1.3787
8.3858,78.8109,1.4649
8.3858,78.8763,1.7893
8.3858,78.9418,1.9908
8.3858,79.0073,1.8245
8.3858,79.0728,1.688
8.3858,79.1382,1.6077
8.3858,79.2037,1.0801
8.3858,79.2692,0.8628
8.3858,79.3347,0.7584
8.3858,79.4001,0.751
8.3858,79.4656,0.7161
8.3858,79.5311,0.5804
8.3858,79.5965,0.7512
8.3858,79.662,3.82
8.3858,79.7275,13.6337
8.3203,66.3056,0.1737
8.3203,66.3711,0.1627
8.3203,66.4366,0.1501
8.3203,66.502,0.1641
8.3203,66.5675,0.2107
8.3203,66.633,0.1658
8.3203,66.6985,0.0489
8.3203,66.7639,0.1865
8.3203,66.8294,0.2462
8.3203,67.0258,0.178
8.3203,68.2698,0.197
8.3203,68.3353,0.1909
8.3203,68.4007,0.1798
8.3203,68.5317,0.1965
8.3203,68.5972,0.15
8.3203,68.6626,0.1688
8.3203,68.7281,0.1719
8.3203,68.7936,0.1648
8.3203,68.859,0.1585
8.3203,68.9245,0.1573
8.3203,68.99,0.165
8.3203,69.0555,0.1642
8.3203,69.1209,0.166
8.3203,69.1864,0.2677
8.3203,69.2519,0.1669
8.3203,69.3174,0.1728
8.3203,69.3828,0.1614
8.3203,69.4483,0.1636
8.3203,69.5138,0.2307
8.3203,69.5792,0.1524
8.3203,69.6447,0.3115
8.3203,69.7102,0.1566
8.3203,69.7757,0.178
8.3203,69.9066,0.1502
8.3203,69.9721,0.1762
8.3203,70.0376,0.1685
8.3203,70.103,0.1762
8.3203,70.1685,0.1765
8.3203,70.234,0.1845
8.3203,70.2994,0.1817
8.3203,70.4304,0.1992
8.3203,76.7812,20.9793
8.3203,76.9122,30.7143
8.3203,76.9776,5.9169
8.3203,77.0431,5.0149
8.3203,78.0252,4.163
8.3203,78.0907,6.9057
8.3203,78.1562,14.0663
8.3203,78.2216,8.738
8.3203,78.2871,15.3735
8.3203,78.3526,3.452
8.3203,78.418,3.756
8.3203,78.4835,3.4383
8.3203,78.549,4.2013
8.3203,78.6145,3.0043
8.3203,78.6799,1.7967
8.3203,78.7454,1.7748
8.3203,78.8109,1.7385
8.3203,78.8763,2.1774
8.3203,78.9418,1.6863
8.3203,79.0073,1.7652
8.3203,79.0728,1.7959
8.3203,79.1382,1.2798
8.3203,79.2037,0.9249
8.3203,79.2692,0.7572
8.3203,79.3347,0.7257
8.3203,79.4001,0.7017
8.3203,79.4656,0.7356
8.3203,79.5311,0.5891
8.3203,79.5965,0.7231
8.3203,79.662,4.9166
8.3203,79.7275,36.1561
8.2548,66.3056,0.1738
8.2548,66.3711,0.174
8.2548,66.4366,0.1703
8.2548,66.502,0.1669
8.2548,66.5675,0.1636
8.2548,66.633,0.1576
8.2548,66.7639,0.1911
8.2548,67.746,0.2064
8.2548,68.0079,0.2347
8.2548,68.0734,0.1938
8.2548,68.1388,0.1995
8.2548,68.2698,0.2207
8.2548,68.3353,0.2125
8.2548,68.4007,0.1674
8.2548,68.4662,0.1756
8.2548,68.5317,0.235
8.2548,68.5972,0.1659
8.2548,68.6626,0.1755
8.2548,68.7281,0.1661
8.2548,68.7936,0.1531
8.2548,68.859,0.1527
8.2548,68.9245,0.1544
8.2548,68.99,0.1551
8.2548,69.0555,0.161
8.2548,69.1209,0.1643
8.2548,69.1864,0.2359
8.2548,69.2519,0.1588
8.2548,69.3174,0.1526
8.2548,69.3828,0.214
8.2548,69.4483,0.1608
8.2548,69.5138,0.1651
8.2548,69.5792,0.166
8.2548,69.6447,0.18
8.2548,69.7102,0.1553
8.2548,69.7757,0.2099
8.2548,69.8411,0.1908
8.2548,69.9066,0.1698
8.2548,69.9721,0.1744
8.2548,70.0376,0.1661
8.2548,70.103,0.1761
8.2548,70.1685,0.1722
8.2548,70.234,0.1783
8.2548,70.3649,0.1759
8.2548,70.4304,0.1788
8.2548,76.7158,13.155
8.2548,76.7812,22.3781
8.2548,77.0431,2.3524
8.2548,77.1086,2.2603
8.2548,77.8943,34.8591
8.2548,77.9597,8.1077
8.2548,78.0252,8.4443
8.2548,78.0907,3.5216
8.2548,78.1562,3.7802
8.2548,78.2216,2.3815
8.2548,78.2871,3.6718
8.2548,78.3526,4.6196
8.2548,78.418,1.7493
8.2548,78.4835,4.9412
8.2548,78.549,5.5665
8.2548,78.6145,4.3937
8.2548,78.6799,2.0357
8.2548,78.7454,1.6693
8.2548,78.8109,1.5157
8.2548,78.8763,1.9326
8.2548,78.9418,2.3511
8.2548,79.0073,1.8705
8.2548,79.0728,1.444
8.2548,79.1382,1.3738
8.2548,79.2037,1.0563
8.2548,79.2692,0.7678
8.2548,79.3347,0.7062
8.2548,79.4001,0.7328
8.2548,79.4656,0.6615
8.2548,79.5311,0.6382
8.2548,79.5965,0.8304
8.2548,79.662,22.5209
8.1894,66.3056,0.1777
8.1894,66.3711,0.1758
8.1894,66.4366,0.2049
8.1894,66.502,0.1959
8.1894,66.5675,0.1743
8.1894,66.633,0.198
8.1894,67.6151,0.1902
8.1894,67.6805,0.1808
8.1894,67.746,0.1773
8.1894,67.8115,0.1693
8.1894,68.0079,0.204
8.1894,68.0734,0.1779
8.1894,68.1388,0.1885
8.1894,68.2698,0.2306
8.1894,68.4007,0.1729
8.1894,68.4662,0.1728
8.1894,68.6626,0.1625
8.1894,68.7281,0.1529
8.1894,68.7936,0.1483
8.1894,68.859,0.1492
8.1894,68.9245,0.1546
8.1894,68.99,0.1476
8.1894,69.0555,0.164
8.1894,69.1209,0.2172
8.1894,69.1864,0.1588
8.1894,69.2519,0.1459
8.1894,69.3174,0.1535
8.1894,69.3828,0.1552
8.1894,69.4483,0.1553
8.1894,69.5138,0.1934
8.1894,69.5792,0.1715
8.1894,69.6447,0.1709
8.1894,69.7102,0.2005
8.1894,69.7757,0.17
8.1894,69.8411,0.1629
8.1894,69.9066,0.1608
8.1894,69.9721,0.1664
8.1894,70.0376,0.1787
8.1894,70.103,0.165
8.1894,70.1685,0.1943
8.1894,70.234,0.1737
8.1894,70.2994,0.188
8.1894,70.4304,0.1856
8.1894,76.7158,14.0592
8.1894,76.7812,53.9145
8.1894,77.0431,36.909
8.1894,77.1086,5.0283
8.1894,77.1741,27.1983
8.1894,77.8288,14.7504
8.1894,77.8943,10.8435
8.1894,77.9597,7.5012
8.1894,78.0252,10.0959
8.1894,78.0907,3.1988
8.1894,78.1562,3.9127
8.1894,78.2216,15.4214
8.1894,78.2871,3.4624
8.1894,78.3526,2.4872
8.1894,78.418,2.4188
8.1894,78.4835,5.6301
8.1894,78.549,9.1133
8.1894,78.6145,6.0258
8.1894,78.6799,2.9637
8.1894,78.7454,2.0668
8.1894,78.8109,2.4639
8.1894,78.8763,2.933
8.1894,78.9418,1.7815
8.1894,79.0073,1.6364
8.1894,79.0728,0.9672
8.1894,79.1382,0.9635
8.1894,79.2037,0.7372
8.1894,79.2692,0.7501
8.1894,79.3347,0.6454
8.1894,79.4001,0.5769
8.1894,79.4656,0.5799
8.1894,79.5311,0.8495
8.1894,79.5965,0.9357
8.1894,79.662,30.7104
8.1239,66.2401,0.4753
8.1239,66.3056,0.1595
8.1239,66.3711,0.1938
8.1239,66.4366,0.1785
8.1239,67.5496,0.2056
8.1239,67.8115,0.1828
8.1239,68.0079,0.1902
8.1239,68.1388,0.2508
8.1239,68.2043,0.1953
8.1239,68.2698,0.1992
8.1239,68.3353,0.3133
8.1239,68.4007,0.1763
8.1239,68.5317,0.2164
8.1239,68.6626,0.1625
8.1239,68.7281,0.1579
8.1239,68.7936,0.1458
8.1239,68.859,0.1496
8.1239,68.9245,0.1556
8.1239,68.99,0.164
8.1239,69.0555,0.1715
8.1239,69.1209,0.1124
8.1239,69.1864,0.1624
8.1239,69.2519,0.2703
8.1239,69.3174,0.1545
